user,time,tweet,latitude,longitude
Evaroron,Thu Mar 05 03:39:52 +0000 2015,"RT @GolanMay: Saudi Arabia News Columnist Backs Bibi Slams Obama ""One of worst American Presidents"" http://t.co/Isla6yBYAg http://t.co/tdXe",,
dalejrfanforevr,Thu Mar 05 03:39:52 +0000 2015,"EXPOSED: Obama Flashes Traditional ""I AM A MUSLIM"" Hand Sign Used By ISIS http://t.co/F5ScRXknFo via @newsmilitarycom",,
suparman2daResQ,Thu Mar 05 03:39:52 +0000 2015,"RT @rezaisrad: ""Raise your hand if you've ever felt personally victimized by bibi netanyahu?"" *entire middle east raises hand* *obama slowl",,
willis9189,Thu Mar 05 03:39:51 +0000 2015,"CBO: Obama Amnesty To Qualify 2 Million Illegal Aliens  For Tax Breaks, Benefits   http://t.co/WockrUXopC",,
LibertySeeds,Thu Mar 05 03:39:51 +0000 2015,"Are not Obama's acts to upset the Constitutional order of the United States, acts of treason? #tcot @KerryPicket",,
DrNabilJumea,Thu Mar 05 03:39:51 +0000 2015,"RT @syriano100: Kerry heads to Saudi Arabia to consult on Iran nuke talks  http://t.co/PElNcR2K4u  It's too late,Obama hs already given in ",,
Jami_USA,Thu Mar 05 03:39:50 +0000 2015,"Odd, ISIS calling westerners ""crusaders"" as Obama brings up the crusades.. Will link to story in next tweet.",,
rafat777,Thu Mar 05 03:39:49 +0000 2015,RT @DiGraceNY: Holocaust survivor Eli Weisel at Netanyahu speech. Where is Obama? #tbrs #IStandWithIsrael #Israel  .@PolitiBunny http://t.c,,
NPete2,Thu Mar 05 03:39:46 +0000 2015,"RT @_RobConrad: OBAMA QUALIFIES to be ARRESTED by Sergeant of Arms for TREASON. (aiding, abetting USA enemies) http://t.co/XON5GVjK4T http:",,
OnoUdidnt374,Thu Mar 05 03:39:46 +0000 2015,@eringhere So should Al Shaprton and Obama and Holder and the shiester attorneys who caused all the riots with lies . handsupdontshoot,,
paulmhornjr,Thu Mar 05 03:39:44 +0000 2015,"RT @HollyFisher723: ""There are 1000s of Americans who don't have their sons today because of that ayatollah Obama is negotiating with."" Giu",,
Free_Zone20,Thu Mar 05 03:39:43 +0000 2015,Is it true Obama is dropping the drinking age to 18?!?!,,
montysrebels,Thu Mar 05 03:39:43 +0000 2015,RT @PatDollard: OBAMA CONFERENCE CALLS EXPOSED: President Plans To Wipe Out America With A Country Within A Country Of 15 Million http://,,
PubliusScion,Thu Mar 05 03:39:42 +0000 2015,"RT @robfit: Kick ass meme ==&gt; @architectguy: If Obama were president on Dec. 8, 1941 #tcot    http://t.co/esfOg407uA",,
GreenTea1776,Thu Mar 05 03:39:42 +0000 2015,RT @mefbama: Obamas Action Gives Illegal Immigrants Billions in Tax Credits http://t.co/4YzpA6kV8c via @YahooFinance,,
taycamsx,Thu Mar 05 03:39:42 +0000 2015,i do my fbi work because im a certified agent i work for obama &amp; find out who shorty is,,
AllieMcReal,Thu Mar 05 03:39:41 +0000 2015,Overhearing your elderly white veteran neighbor &amp; a black delivery driver discuss your Obama bumper sticker = priceless,,
Christa14686083,Thu Mar 05 03:39:40 +0000 2015,OBAMA TO AMERICANS: I AM THE LAW &amp; YOU CANT STOP ME #ImpeachObama #o4a  http://t.co/GyDbOLxYNY,,
code192man,Thu Mar 05 03:39:40 +0000 2015,@AllenWestRepub obama is wrong again and lying again.,,
powr2ppl,Thu Mar 05 03:39:39 +0000 2015,RT @GregAbbott_TX: BREAKING: Obama Admin. misled Fed. Court &amp; issued thousands of amnesty documents illegally. Time for Contempt. #tcot #tx,,
Holmesdonna1,Thu Mar 05 03:39:39 +0000 2015,RT @reFocusZone: #Fact: 75 % of Iran's centrifuges were installed during Obama's watch#NetanhayuSpeech#Israelvia @JamesRosenFNChttp:,,
YasirXth,Thu Mar 05 03:39:39 +0000 2015,RT @CNNSitRoom: JUST IN: President Obama has called U.S. Ambassador Lippert to wish him well after attack: http://t.co/0jOw10ddmI http://t.,,
rratkinson,Thu Mar 05 03:39:39 +0000 2015,RT @PatDollard: OBAMA CONFERENCE CALLS EXPOSED: President Plans To Wipe Out America With A Country Within A Country Of 15 Million http://,,
Elizejt,Thu Mar 05 03:39:39 +0000 2015,"RT @sambonfante: Netanyahu's Targets: President Obama, and the Israeli Swing Voter go to http://t.co/XgQ2avo2JY to defeat Netanyahu http://",,
Bagatino,Thu Mar 05 03:39:38 +0000 2015,I would like to know why Mitch McConnel didn't pull the nuclear option on Immigration? If passed Obama veto would shut down Homeland not GOP,,
antwannathaniel,Thu Mar 05 03:39:38 +0000 2015,Overheard: the signs as characters from Parks and Rec - Aries: Chris Traeger Taurus: Jerry Gergich Gemini:... http://t.co/ZX2x6XvR8q,,
Pkrbkrmary,Thu Mar 05 03:39:37 +0000 2015,RT @Conservative_VW: What If Obama &amp; Jihad Johnny traded Words#WakeUpAmeirca #ConservativeVW http://t.co/qtcnpffRUv,,
bboringg_,Thu Mar 05 03:39:37 +0000 2015,"But the best was an email with a photo of a group of naked women in Africa, with the subject line, ""Michelle Obama's High School Reunion""",36.06349295,-83.90575826
HyperSentinel2,Thu Mar 05 03:39:37 +0000 2015,RT @TEEITHIGH: Another of Obamas ambassadors attacked! Oh hell Im shocked! #weakpotus,,
MLBtsr14,Thu Mar 05 03:39:37 +0000 2015,SHAME: White House Reveals Shameful Insult Obama Is Throwing At Israel http://t.co/PeX6SbZNHD,,
WVTVW,Thu Mar 05 03:39:36 +0000 2015,"""ForgottenProf: http://t.co/35flGrLZsT RT ColMorrisDavis: When I copied my emails #Obama admin said theft of gov prop &amp; I ended up on une",,
GaryLewisJones,Thu Mar 05 03:39:36 +0000 2015,Keystone veto override fails http://t.co/5EeDN0Eo81,,
saminhim,Thu Mar 05 03:39:36 +0000 2015,"RT @JohnFromCranber: Obama WH Prepared to Rely on Iran For Regional Stability in Iraq, Afghanistan, Syria http://t.co/ZnpQczvBtT ISLAMIC CA",,
paulmhornjr,Thu Mar 05 03:39:35 +0000 2015,"RT @HollyFisher723: .@seanhannity showing Iranians burning American flags...at first I thought it was a group of Obama supporters, but then",,
WVTVW,Thu Mar 05 03:39:35 +0000 2015,"""1RonnieD: http://t.co/35flGrLZsT RT aubrynathome: Arabic-language Islamic experts say ring #Obama has worn 30 yrs inscribed There is no",,
WVTVW,Thu Mar 05 03:39:35 +0000 2015,"""charitygive: http://t.co/35flGrLZsT #Obama: No nation has 'free pass' on climate change: http://t.co/o8GkQuZsJr #ap #news #clim",,
WVTVW,Thu Mar 05 03:39:35 +0000 2015,"""misty_neal: http://t.co/35flGrLZsT RT WashTimes: Monica Crowley says #Obama's new world order favors enemies ov http://t.co/zuoKQKsH53",,
VivienLoyd,Thu Mar 05 03:39:34 +0000 2015,President Obama Education Speech To Students http://t.co/lfPLIyg7q2 http://t.co/7SdkhRMEZT,,
robfit,Thu Mar 05 03:39:34 +0000 2015,New York Times: #Netanyahu Speech Makes Iran Deal A Tougher Sell For Obama     http://t.co/WlC2Hznt8p #tcot,,
WVTVW,Thu Mar 05 03:39:34 +0000 2015,"""Jeff257: http://t.co/35flGrLZsT RT 2A_Advocate: #ChrisKyle on #Obama #Britain #Australia #gunviolence, #guncont http://t.co/HgMfrV3JWB",,
WVTVW,Thu Mar 05 03:39:33 +0000 2015,"""bwcn99: http://t.co/35flGrLZsT RT WashTimes: Victor Davis Hanson on the audacity of #Obama's weakness  http://t.co/4FL1erw7U4",,
LaurieMettier,Thu Mar 05 03:39:33 +0000 2015,RT @davek: @Jimhollingswor2 @fredwimpy @NOWIMPEACH :Racism is alive &amp; well in America &amp; seems to have gotten much worse under Obama.,,
BeckyJoSpray,Thu Mar 05 03:39:33 +0000 2015,RT @365USA: OBAMA Aiding and Abetting Islamic Terrorists(ISIS)? http://t.co/ZWIsoLYzKZ RT #STOPIslam #TCOT #CCOT #MakeDCListen #TeaParty #C,,
jefflcohen,Thu Mar 05 03:39:33 +0000 2015,RT @NatShupe: Obama will now grant amnesty to lawbreakers. #NoAmnestyFight for our Constitution.  Join http://t.co/M6ZzccsYVo http://t.,,
WVTVW,Thu Mar 05 03:39:33 +0000 2015,"""aubrynathome: http://t.co/35flGrLZsT Arabic-language Islamic experts say ring #Obama has worn 30 yrs inscribed There is no god except A",,
satanskidluci,Thu Mar 05 03:39:33 +0000 2015,RT @SoldierOfWotan: Obama: Im Jewish in my soulhttp://t.co/XLUOTzKEuB http://t.co/RNUTZs1GaT,,
WVTVW,Thu Mar 05 03:39:33 +0000 2015,"""workisforsuckas: http://t.co/35flGrLZsT RT TKDGIRL64: MT ChooseToBFree: The most expensive regulation EVER. #Obama rolls out a major #EP",,
WVTVW,Thu Mar 05 03:39:32 +0000 2015,"""RedWhiteBluNeck: http://t.co/35flGrLZsT #Obama is a muslim jihadist who hates America and Israel",,
WVTVW,Thu Mar 05 03:39:32 +0000 2015,"""beny_benson: http://t.co/35flGrLZsT #Texas judge's #immigration rebuke may be hard for #obama to challenge #pjn http://t.co/JIH1PxVNxO",,
WVTVW,Thu Mar 05 03:39:32 +0000 2015,"""318_joey: http://t.co/35flGrLZsT RT cos_mt_dir: MT ChooseToBFree: The most expensive regulation EVER. #Obama rolls out a major #EPA rule",,
WVTVW,Thu Mar 05 03:39:31 +0000 2015,"""Evaroron: http://t.co/35flGrLZsT RT conens46: MT ChooseToBFree: The most expensive regulation EVER. #Obama rolls out a major #EPA rule. ",,
pgh08841,Thu Mar 05 03:39:31 +0000 2015,"RT @PhxKen: Lt. Col. Ralph Peters: If Israel Disappeared From The Face Of The Earth, Obama Would Not Shed A Tear http://t.co/kTGR13uJ2e",,
WVTVW,Thu Mar 05 03:39:31 +0000 2015,"""Jeff257: http://t.co/35flGrLZsT RT EricMcCurdy: #Police Say #obama Bullet Ban Isn't Needed, #AR-15 Round Isn't  http://t.co/v9hAQrTtGk",,
CatholicsTweet,Thu Mar 05 03:39:31 +0000 2015,"PERRY: ""REAL POSSIBILITY"" ISIS ALREADY. Obama DO SOMETHING! http://t.co/8azrk4K2mi ReTweet #TCOT #CCOT #TeaParty #Conservatives",,
aboutfedup65,Thu Mar 05 03:39:31 +0000 2015,"@SenTedCruz If the major news stations  won't report the truth about Obama, why not use the internet, YouTube, Facebook, to spread the FACTS",,
WVTVW,Thu Mar 05 03:39:30 +0000 2015,"""GeneShands: http://t.co/35flGrLZsT RT NicoleSGeorge: #ISIS attacks US &amp; #Obama talks &amp; talks, when #ISIS attack http://t.co/0ESdV7p0jr",,
WVTVW,Thu Mar 05 03:39:30 +0000 2015,"""KayKayDe16: http://t.co/35flGrLZsT RT drscott_atlanta: #IranDeal#IRAN-""heads I win tails you lose?""#OBAMA-""well ok if that's the be",,
I_Declair,Thu Mar 05 03:39:30 +0000 2015,RT @marklevinshow: Warrior vs. Appeaser http://t.co/QNVqklDBLu,,
tlr_motorsports,Thu Mar 05 03:39:30 +0000 2015,RT @WestJournalism: BREAKING: Republican House Just Bowed To Obama With Massive Change For America  #Immigration http://t.co/lQ9iSSlEnA htt,,
brob_843,Thu Mar 05 03:39:30 +0000 2015,RT @PeteyRawlings: Nah. I feel like Obama should be On US currency before anybody else if we're talking about revising dollar bills,,
Ya_Libnan,Thu Mar 05 03:39:29 +0000 2015,U.S. Arab allies fear Obamas Iran nuclear deal http://t.co/FBlGUN9NdW,,
WVTVW,Thu Mar 05 03:39:29 +0000 2015,"""johnrankin01: http://t.co/35flGrLZsT RT MikeHudema: BAM! Senate JUST attempted - &amp; failed- to override #Obamas http://t.co/a1e9Xbve1f",,
WVTVW,Thu Mar 05 03:39:29 +0000 2015,"""EricMcCurdy: http://t.co/35flGrLZsT #Police Say #obama Bullet Ban Isn't Needed, #AR-15 Round Isn't A Threat - F http://t.co/v9hAQrTtGk",,
botticellicream,Thu Mar 05 03:39:28 +0000 2015,"Maybe Obama will take it seriously now? ""@dailykos: ISIS may have roots in climate change"" @NathanWurtzel @AmyOtto8",,
kdonovan2000,Thu Mar 05 03:39:28 +0000 2015,Mike Huckabee: We Cant Trust Iran In Nuclear Deal Because We Cant Trust Obama http://t.co/nQ36RlGA4M via @WestJournalism,,
primatemachine,Thu Mar 05 03:39:28 +0000 2015,conservative world: walker questioned about guiliani and obama = 'gotcha' questions. warren questioned about clinton = journalism.,,
bohnkat,Thu Mar 05 03:39:27 +0000 2015,RT @AIIAmericanGirI: Why Obama and the Media Suddenly Hate Police Body Cameras http://t.co/VZ8gOV5fci #wiunion,,
shan_renee,Thu Mar 05 03:39:27 +0000 2015,"@robinbirk Yessss! Obama has got #everythingsoul, but mostly he has got an #AwesomeSoul #koshersoul",,
dlamage,Thu Mar 05 03:39:26 +0000 2015,"RT @PatDollard: Police Say Obama Bullet Ban Isn't Needed, AR-15 Round Isn't A Threat http://t.co/Pd4mT9Q2vz  #2A #AR15 #nra #tcot #pjnet #u",,
lamata7,Thu Mar 05 03:39:26 +0000 2015,RT @sierraclub: TAKE ACTION: Now tell President Obama to reject #KeystoneXL once and for all - http://t.co/BkhPPkQbC8 #NoKXL,,
pyro2rage,Thu Mar 05 03:39:26 +0000 2015,U.S. Ambassador Injured in Attack http://t.co/b1sHW4Zt4U   Maybe next time they will cut obama,,
I_Declair,Thu Mar 05 03:39:25 +0000 2015,RT @marklevinshow: Obama trying to install like-minded leftist in Israel http://t.co/OCTMwdSOzr,,
FletcherCbpaws,Thu Mar 05 03:39:24 +0000 2015,"RT @heifer109: March 4, 2015  153 commentsThe 75 Republicans who voted to fund Obamas amnesty: Remember these names http://t.co/rKfyq9c",,
landau_byron,Thu Mar 05 03:39:22 +0000 2015,RT @blondpolitics: Obama's Foreign Policy: http://t.co/5YKmfrS9TF,,
DHCalling,Thu Mar 05 03:39:22 +0000 2015,RT @TheObamaDiary: President Obama ruins the GOP's day by signing Dept of Homeland Security Appropriations Act 2015 http://t.co/xz3g6zXfu6,,
Cris_Paunescu,Thu Mar 05 03:39:21 +0000 2015,@thedailyshow Re March/2: House and Senate worked together on Keystone. Both Reps and Dems. What happened? Obama didn't like cooperation?,,
jlrowe,Thu Mar 05 03:39:21 +0000 2015,MT @BethMSH_: Is this how Obama shows his love for America? http://t.co/1AWhJdHP8j #NoAmnesty #COSProject #PJNET,,
cupsdaddy,Thu Mar 05 03:39:21 +0000 2015,"RT @Babbsgirl2: ""#Democratic NY Assemblyman on Iran Deal: 'I Am Really Ashamed of #Obama' http://t.co/xbaTEYMc1r http://t.co/yJvnmzudwG""",,
honu67,Thu Mar 05 03:39:20 +0000 2015,RT @politsoutherner: Ted Cruz: GOP leadership planned to cave on Obamas illegal amnesty all along  The Right Scoop - http://t.co/gUsNd07k,,
MoodyBrew,Thu Mar 05 03:39:20 +0000 2015,RT @AllenWestRepub: Obama says AR-15 ammo ban will save cops lives #2A #BlueLivesMatter http://t.co/rad1Vvg7S0 via @AllenWestRepub,,
1librarykaren,Thu Mar 05 03:39:20 +0000 2015,RT @TrucksHorsesDog: #EpicFail Obama Administration negotiating away our safety #StopIran #IStandWithIsrael #NetanyahuSpeech http://t.co/R,,
RichardUSA,Thu Mar 05 03:39:19 +0000 2015,RT @LFS7: Obama has the #GOP trained like circus lions all he gots to do is crack his whip to keep em in line.,,
patriotblubunny,Thu Mar 05 03:39:19 +0000 2015,"RT @OccamsRazorCuts: Race baiting Obama admin couldn't get DarrenWilson, so now they indict entire police force! #Ferguson #tcot http://t.c",,
femmefatale3186,Thu Mar 05 03:39:19 +0000 2015,RT @DineshDSouza: OBAMA'S LOGIC: Iran has said it will not build a bomb &amp; wipe out Israel so we should lift sanctions &amp; take the mullahs at,,
BanditPoe,Thu Mar 05 03:39:18 +0000 2015,@ravenwlewis I supported Obama up until someone pointed out in the newspaper that Obama originally supported gay marriage cont,,
leonpui_,Thu Mar 05 03:39:17 +0000 2015,Just Read the Article!http://t.co/piMhmQBSK4,,
just_Marcos,Thu Mar 05 03:39:17 +0000 2015,RT @ResistTyranny: There are 93 million people out of the workforce. 93 million.Let that sink in for a minute.#unemployment #jobs #Obama,,
DonHensarling,Thu Mar 05 03:39:16 +0000 2015,VIDEO: Mark Levin: I'm Scared To Death With Obama In Office http://t.co/O4TBYvBp11 via @WestJournalism,,
_pavlovitch_,Thu Mar 05 03:39:16 +0000 2015,@TheVineNation: Thanks Obama... http://t.co/sSzHuF4EEo DEAD,,
mntnldy63,Thu Mar 05 03:39:16 +0000 2015,RT @sierraclub: TAKE ACTION: Now tell President Obama to reject #KeystoneXL once and for all - http://t.co/BkhPPkQbC8 #NoKXL,,
reagan_alyse23,Thu Mar 05 03:39:16 +0000 2015,RT @reillybryant_: jefcoed gets hated on more than Obama lol,,
ben_techpro,Thu Mar 05 03:39:16 +0000 2015,RT @willis9189: COMMENTS: Netanyahu Responds to Obama Criticism   http://t.co/QHH2rmooqK,,
KEILARAMIERZ1,Thu Mar 05 03:39:15 +0000 2015,A suit worn by Indian Prime Minister Narendra Modi when he met President Obama recently is up for auction,,
hienluntravinh,Thu Mar 05 03:39:13 +0000 2015,Conservative radio host Mark Levin said during an appearance Tuesday night on Fox News that under the Obama... http://t.co/X28kpmIdHY,,
fd8520d3b31b4fa,Thu Mar 05 03:39:13 +0000 2015,"RT @5SOS_Daily: ""i bought my fake I.D. for you... Obama"" #5soslyrics #vote5sos #kca http://t.co/r5zaTUzbi5",,
manjrn,Thu Mar 05 03:39:12 +0000 2015,"RT @Clibux: I see a pathetic, desperate and delusional Obama. #NetanyahuSpeech #PJNET http://t.co/Rz8R7Cvx6g",,
SoldierOfWotan,Thu Mar 05 03:39:12 +0000 2015,Obama: Im Jewish in my soulhttp://t.co/XLUOTzKEuB http://t.co/RNUTZs1GaT,,
AnarchyLives,Thu Mar 05 03:39:12 +0000 2015,RT @Jerusalem_Post: Netanyahu responds to Obama: We did indeed present practical alternative to Iran deal  http://t.co/d9YF33rSbE http://t.,,
dalejrfanforevr,Thu Mar 05 03:39:12 +0000 2015,EXPOSED: Obama Flashes Traditional I AM A MUSLIM Hand Sign Used By ISIS  Pat Dollard http://t.co/0AJeWTWlrP via @po_st,,
MrHappy4870,Thu Mar 05 03:39:12 +0000 2015,RT @TerrorismWatch Obama's new world order favors enemies over alllies in the Middle East http://t.co/Ceg9xYxNn8  #tcot #tlot,,
normanrayburn,Thu Mar 05 03:39:11 +0000 2015,Generals: Constitutional Crisis Could Force Military To Remove Obama http://t.co/0z5jTIkLWW,,
mushett_b,Thu Mar 05 03:39:11 +0000 2015,"@megynkelly everytime Obama says, 'uh...', a lie follows.",,
nazret,Thu Mar 05 03:39:11 +0000 2015,Scholar makes a case for Obama trip to Ethiopia http://t.co/qWSeOindDk #Ethiopia,,
CASuperrunner,Thu Mar 05 03:39:10 +0000 2015,@Jerusalem_Post @GeneShands Of course you did...Obama sucks! And Lies! http://t.co/R4n2uwJh2T,,
ChooseToBFree,Thu Mar 05 03:39:10 +0000 2015,"ThoughtPolice crack down: Facebook removes page of 12yr old who criticized #Obamahttp://t.co/U4MqnKRvoSCan U say ""O-Ba-Mao?#UniteBlue",,
IanuzKr,Thu Mar 05 03:39:09 +0000 2015,"UPDATE 3-Obama, at prayer event, calls Dalai Lama good friend - Reuters http://t.co/zWsfEkuUP7",,
TrucksHorsesDog,Thu Mar 05 03:39:09 +0000 2015,RT @RELawrence1: @TrucksHorsesDog @Mike_Beacham Adjust: first thing should be to repeal every executive order that Obama signed.,,
KeishaJake,Thu Mar 05 03:39:09 +0000 2015,"RT @NicoleSGeorge: We should #StandWithIsrael, it is shameful that #Obama refuses to meet #Netanyahou! #IStandWithIsrael #Israel #tcot http",,
MLBtsr14,Thu Mar 05 03:39:08 +0000 2015,BREAKING: Benjamin Netanyahu Drops Bombshell About Barack H. Obama&amp;#8230; Please Spread http://t.co/HCSlm8RPe9,,
bettyrook,Thu Mar 05 03:39:08 +0000 2015,"RT @DineshDSouza: TO THE CLIFFS: Obama shows the way, and how giddily they follow their music man http://t.co/rVYSDdxTj8",,
ErinRoss6,Thu Mar 05 03:39:06 +0000 2015,"RT @Rachel_HillaryL: Why do people not understand that Michelle Obama isn't making your school lunch moldy, your shitty, apathetic school s",,
Templar0821,Thu Mar 05 03:39:06 +0000 2015,"@AndreyPanevin I have fought the news and Senators about this report. NATO, Obama , EU supported and caused the coup d'Etat. Now fighting?",,
KatyyBaker,Thu Mar 05 03:39:06 +0000 2015,RT @sierraclub: TAKE ACTION: Now tell President Obama to reject #KeystoneXL once and for all - http://t.co/BkhPPkQbC8 #NoKXL,,
patriotblubunny,Thu Mar 05 03:39:06 +0000 2015,RT @ErikH1776: Facebook Suspends Account of 12-Year-Old Black Conservative Who Criticized Obama http://t.co/bUexbdqm1m #NJ2AS #NRA #2A #TCO,,
dansch2002,Thu Mar 05 03:39:06 +0000 2015,RT @arizonacos2014: MT @ChooseToBFree: The most expensive regulation EVER. #Obama rolls out a major #EPA rule. #tcot http://t.co/9DAlZjOUvh,,
conens46,Thu Mar 05 03:39:05 +0000 2015,@Pudingtane Reagan sums up Obama first 5 min of speech 40 yrs ago.5-22-11http://t.co/aKpFAlLYsn via Reagan Warned Us About Obama:@YouTube,,
FletcherCbpaws,Thu Mar 05 03:39:04 +0000 2015,"RT @beny_benson: We, the People: #GOP TRAITORS: #McConnell &amp; #Boehner: Congress sends clean Homeland bill to #obama  http://t.co/2y3rSlP551",,
adams5861,Thu Mar 05 03:39:04 +0000 2015,RT @MarcHilliker: The 75 RINOs Who Voted To Fund Obamas Amnesty And Ignore The Constitution http://t.co/2gNaPZzNFS http://t.co/pSQmPYm3ND,,
BeckyJoSpray,Thu Mar 05 03:39:03 +0000 2015,"RT @WSCP1: Interesting theory, I really wouldn't put anything past the Obama regime. @PatMcAll @BarackObama",,
Stredni_trida,Thu Mar 05 03:39:03 +0000 2015,RT @WSCP1: Obama buying Dem votes with our tax dollars - IRS to pay refunds to illegal immigrants who didnt pay taxes: http://t.co/12boj6Y0,,
NEWTPOTUS,Thu Mar 05 03:39:02 +0000 2015,RT @iResistAll: Obama Summons Leftist Propagandist Pukes For Closed Door Meeting http://t.co/4exRafcVtg,,
Scherrbatsky,Thu Mar 05 03:39:02 +0000 2015,WHICH IS IT OBAMA,,
KimHastyHempBiz,Thu Mar 05 03:39:01 +0000 2015,Senator Rand Paul EXPOSES Obama's BUREAUCRATIC ENERGY CZAR!!: http://t.co/u0qcNRgeoo via @YouTube,,
alexisadkinss,Thu Mar 05 03:39:00 +0000 2015,RT @reillybryant_: jefcoed gets hated on more than Obama lol,,
terryw200,Thu Mar 05 03:39:00 +0000 2015,RT @cliffdev51: This officer lost his life in the line of duty.  Where's all the news coverage? Outrage? Obama? #BlueLivesMatter  http://t,,
darbysmurf,Thu Mar 05 03:38:59 +0000 2015,RT @Bipartisanism: One of these presidents created #ISIS. The other one is Barack #Obama. http://t.co/zc3aoRIQBb,,
TwitUserChan,Thu Mar 05 03:38:59 +0000 2015,"RT @impactaroo: Geogre Bush is our lord and saviour, fuck that nigger Obama http://t.co/4aIZbbbgof",,
6ofmyown,Thu Mar 05 03:38:59 +0000 2015,RT @RepBillFlores: Four Pinocchios to President Obama for claiming #KeystoneXL would bypass the U.S. http://t.co/2Jt4fThIC3,,
historyscoper,Thu Mar 05 03:38:59 +0000 2015,#islam #jihad IRAQI ARMY video mocks Barack Hussein Obama for being an ally of the Islamic http://t.co/0118KZ4RgP,,
bwtanker,Thu Mar 05 03:38:59 +0000 2015,"RT @LindaSuhler: Obama Lied, Our Health Plans Died#ObamaCare: Not Just A Bad Idea--It's Bad MEDICINE!#FullRepeal#StopObamaCare http://",,
NJpoliticsprof,Thu Mar 05 03:38:58 +0000 2015,"Obama woos Warren wing with anti-Wall Street push http://t.co/hpsiOOShfe via @POLITICO @CoryBooker ok, but Jenny Eller is my little sister!",,
cdnrod,Thu Mar 05 03:38:58 +0000 2015,@blondpolitics: Obama's Foreign Policy: http://t.co/t7QxQtFOfvBillions of dollars to his friends The Muslim Brotherhood. #ImpeachObama,,
ScottFStout,Thu Mar 05 03:38:57 +0000 2015,"RT @fubaglady: Police say Obama bullet ban isn't needed, AR-15 round isn't a threat http://t.co/T9SZLditGO via @DCExaminer",,
rash_jo,Thu Mar 05 03:38:57 +0000 2015,RT @Jarjarbug: Monday while obama was pouting  about @netanyahu speaking to Congress... #Iran was tweeting its desire to annihilate #israel,,
NotCMBurns,Thu Mar 05 03:38:56 +0000 2015,Australia stands strong against the farce and fraud of man-made global-warming: http://t.co/Oyx8bxVtFY #climate,,
ForgottenProf,Thu Mar 05 03:38:56 +0000 2015,RT @ColMorrisDavis: When I copied my emails #Obama admin said theft of gov prop &amp; I ended up on unemploy. Now @JenGranholm says email trivi,,
HaleyMizsaak,Thu Mar 05 03:38:56 +0000 2015,"Obama, are you ready for this?? #jaguars #AlohaNationals @ DC here we come https://t.co/oMLOXhScUq",,
swhelwood,Thu Mar 05 03:38:55 +0000 2015,@jsavite @angelacarwile our policy should be parallel with Israel!  Obama is a embarrassment to most Americans! No nukes for Iran!,29.05108462,-95.44098507
ericageppi,Thu Mar 05 03:38:55 +0000 2015,RT @sierraclub: TAKE ACTION: Now tell President Obama to reject #KeystoneXL once and for all - http://t.co/BkhPPkQbC8 #NoKXL,,
LNYHBTkid,Thu Mar 05 03:38:55 +0000 2015,RT @TheFriddle: @seanhannity Obama's more concerned with disarming Americans (latest attempt: 5.56 ammo) than he is Iran. #Hannity #2A,,
LouDagNYC,Thu Mar 05 03:38:55 +0000 2015,RT @Conservative_VW: BIG Question:What did the Obama Administration Know &amp; WHEN DID THEY KNOW IT?#HillaryEmail#WakeUpAmeirca http:,,
RightWingArt,Thu Mar 05 03:38:55 +0000 2015,IMAGE: Obama commands IRS to come clean!! http://t.co/QHTXhwZwD7 #tcot #tea #nobama #fail #irs #corrupt #crimninal,,
imaglennbeckfan,Thu Mar 05 03:38:54 +0000 2015,RT @RepRichHudson: Join me to stop Obama's crusade to restrict our #2A rights! Tell @ATFHQ we oppose its misguided #ammoban #tcot #pjnet ht,,
synkdancer,Thu Mar 05 03:38:54 +0000 2015,@_Cuddlefish_  What would Obama do?!!!,,
BlosonB,Thu Mar 05 03:38:53 +0000 2015,RT @AHMalcolm: How Netanyahu's Iran speech undermines Obama's deceitful deal http://t.co/J1KUDKA4EP #Israel #TCOT,,
Karann_Kapoor,Thu Mar 05 03:38:53 +0000 2015,"RT @Kramanash: If opposing Netanyahu makes me anti-Israel (despite the fact that I'm Israeli myself), then republicans hating Obama are ant",,
muckman,Thu Mar 05 03:38:53 +0000 2015,The Senate failed to override Obamas Keystone pipeline veto http://t.co/jAzoo3ObCv,,
GBoone56,Thu Mar 05 03:38:53 +0000 2015,RT @FoxNewsInsider: Peters: Obama Wouldn't Shed a Tear If Israel Disappeared Tomorrow http://t.co/7prV3mywbh @seanhannity http://t.co/0mrwm,,
MolonLabeNJ,Thu Mar 05 03:38:52 +0000 2015,RT @NaughtyBeyotch: Obama says AR-15 ammo ban will save cops' lives #2A #BlueLivesMatter - Allen West Republic http://t.co/gsISXUMNeD http:,,
ChauvetDreams,Thu Mar 05 03:38:52 +0000 2015,Unprecedented: Nobel Peace Prize Chair Who Oversaw Obama AwardDemoted http://t.co/Sr9NvtWzyb,,
pgh08841,Thu Mar 05 03:38:52 +0000 2015,RT @PhxKen: The 75 RINOs Who Voted To Fund Obamas Amnesty And Ignore The Constitution http://t.co/BFZLl2oQZD via @WeaselZippers,,
FletcherCbpaws,Thu Mar 05 03:38:52 +0000 2015,RT @MarcHilliker: The 75 RINOs Who Voted To Fund Obamas Amnesty And Ignore The Constitution http://t.co/2gNaPZzNFS http://t.co/pSQmPYm3ND,,
BethNervig,Thu Mar 05 03:38:52 +0000 2015,RT @politico: Five things Obama's team thinks Netanyahu got wrong http://t.co/DAGyKqSEpr | AP Photo http://t.co/NLX5JkhBqd,,
