user,time,tweet,latitude,longitude
exlibrisstudio,Thu Mar 05 03:33:13 +0000 2015,RT @IrinaGreenVoice: #Arctic oil must stay in the ground. Sign up to #StopShell &amp; #SaveTheArctic &gt;&gt; https://t.co/x5H52yG4Q0 PicIan Mears h,,
wageslave01,Thu Mar 05 03:33:13 +0000 2015,"RT @DineshDSouza: WHY OBAMA SHOULD SHUT UP: It is Israel's job, not Obama's, to decide whether an Iranian bomb poses an existential threat ",,
mkues65,Thu Mar 05 03:33:12 +0000 2015,RT @GOPBlackChick: Obama+holder are headed to Selma this week to rewrite civil rights history.,,
ricfouad,Thu Mar 05 03:33:11 +0000 2015,RT @ColMorrisDavis: When I copied my emails #Obama admin said theft of gov prop &amp; I ended up on unemploy. Now @JenGranholm says email trivi,,
stone2050,Thu Mar 05 03:33:11 +0000 2015,"RT @_RobConrad: OBAMA QUALIFIES to be ARRESTED by Sergeant of Arms for TREASON. (aiding, abetting USA enemies) http://t.co/XON5GVjK4T http:",,
orion72006,Thu Mar 05 03:33:10 +0000 2015,RT @lastrealindians: The U.S. Senate just voted and failed to override President Obama's veto of the Keystone XL pipeline. #RejectKXL #Prot,,
Mike_EH_52,Thu Mar 05 03:33:09 +0000 2015,RT @andendall: Rolling Stone Names President Obama One of the Most Successful Presidents in US Historyhttp://t.co/TIf6ZcJFhr http://t.co,,
EDinCali,Thu Mar 05 03:33:09 +0000 2015,The leftist Rosenberg's motives to divulge our nuke secrets to the soviets because it  would be fair...does Obama think same towards Iran?,,
kneelandsan,Thu Mar 05 03:33:08 +0000 2015,RT @sspeis: Conservative leaders are WORRIED about road Obama is leading us down. STOP TALKING! IMPEACH!!@SenTedCruz @jasoninthehouse @Sen,,
SHEEPDOGREPORT,Thu Mar 05 03:33:08 +0000 2015,Obama's Russia sanctions are a complete failure http://t.co/fMYlgJSy5g How much more can Russia take? A lot. http://t.co/oL0XjazT5E,,
CelesteHerget,Thu Mar 05 03:33:07 +0000 2015,RT @conens46: MT @ChooseToBFree: The most expensive regulation EVER. #Obama rolls out a major #EPA rule. #tcot http://t.co/bYfVMdegsi #COSP,,
stick8655,Thu Mar 05 03:33:07 +0000 2015,RT @JohnFromCranber: #Obama's Modus Operandi: Lie to Cover Up Malfeasance; Lie About Having Lied; Cover Up the Lies W/More Lies; Get MSM To,,
marekingu,Thu Mar 05 03:33:07 +0000 2015,"RT @HuffPostGreen: Senate tries, and fails, to override Obama's Keystone XL veto http://t.co/uSpg4SBLDs",,
neonyorkie,Thu Mar 05 03:33:07 +0000 2015,"RT @Rond_m: @TrucksHorsesDog @donaldbroom If its possible, she'd be worse than Obama.",,
PatriotCzar,Thu Mar 05 03:33:07 +0000 2015,RT @LaTishaR11: This should make you sick. Obama Operation Choke Point Admin going after Gun Dealers and closing banking accounts. http://t,,
ltrane2003,Thu Mar 05 03:33:06 +0000 2015,"Police say Obama bullet ban isnt needed, AR-15 round isnt a threat  http://t.co/DUGZJiQcJr",,
Scrufey21,Thu Mar 05 03:33:05 +0000 2015,"RT @Babbsgirl2: ""#Democratic NY Assemblyman on Iran Deal: 'I Am Really Ashamed of #Obama' http://t.co/xbaTEYMc1r http://t.co/yJvnmzudwG""",,
abelugassy,Thu Mar 05 03:33:05 +0000 2015,RT @LifeAsBros: Obama needs to chill http://t.co/DamhwhHwED,,
robbineggs,Thu Mar 05 03:33:04 +0000 2015,RT @varepall: If Obama had a son he would look like Al Sharpton.,,
AntiHussein,Thu Mar 05 03:33:04 +0000 2015,RT @blondpolitics: Obama's Foreign Policy: http://t.co/5YKmfrS9TF,,
LisaCruiseprof,Thu Mar 05 03:33:04 +0000 2015,RT @politsoutherner: Ted Cruz: GOP leadership planned to cave on Obamas illegal amnesty all along  The Right Scoop - http://t.co/gUsNd07k,,
rovibe71,Thu Mar 05 03:33:04 +0000 2015,"Obama and other race-baiters stirred up tensions that caused #Ferguson riots in which other blacks died.  Let's hold them responsible, too!",,
jonlustig,Thu Mar 05 03:33:04 +0000 2015,"*fixed* RT @politico Obama holds off-the-record session with sycophants, toadies http://t.co/c4DSb64rrQ",,
Serafinos,Thu Mar 05 03:33:03 +0000 2015,"RT @niyol_biligaana: @PolitiBunny - he and the ""president"" derive their power from division. Obama doesn't know how to lead, so he must inc",,
BledsoeChuck,Thu Mar 05 03:33:03 +0000 2015,RT @PaulIzzo2: @BledsoeChuck Yes.  We should wait to judge Obama's policies until a mushroom cloud appears over NYC and ISIS is beheading g,,
carminemac,Thu Mar 05 03:33:01 +0000 2015,RT @EFF: NY Times says Sen. Wyden is standing strong against White House secrecy for #TPP Fast Track. Keep it up @RonWyden! https://t.co/dg,,
GilbertGreg647,Thu Mar 05 03:33:01 +0000 2015,"@barbdahlia uniform w/a several gold stars. And guess what @obama had his back.Good 2 have connections, especially high 1's. Send him 2 jail",,
Jarjarbug,Thu Mar 05 03:33:01 +0000 2015,"We're the stakes not so dire... w/b worth gloating, @netanyahu came to Obama's wheelhouse, out smarted &amp; out classed him! #Iran #Israel @GOP",,
TPPatriots,Thu Mar 05 03:33:01 +0000 2015,"Obama #amnesty: 100,000 expanded work permits issued before court halted program http://t.co/BCbOHS3iRB #teaparty",,
SheltonMarie,Thu Mar 05 03:33:01 +0000 2015,"RT @CarmineZozzora: ""Amnesty' ruling confirms Obama never signed Executive Orderhttp://t.co/jzaGwaQ2iB#tcot #PJNET #TeaParty",,
EdgarMendza,Thu Mar 05 03:33:00 +0000 2015,"RT @TBackers: Obama amnesty approval for 100,000 Dreamers 'covering' from Texas judge's ruling: The administration processed... http://t.co",,
gdmclemore,Thu Mar 05 03:33:00 +0000 2015,"@jasian12345 Obama is idiot if he doesn't understand Supreme Leader murderer. Or,OBAMA Muslim and knows just what doing. Selling out Ally,US",,
MattBruenig,Thu Mar 05 03:33:00 +0000 2015,"RT @phloog: Hillary's lawbreaking: Obama will use his prosecutorial discretion to not pursue this, and will give her 4-years in Earned Inco",,
Stamina4sports,Thu Mar 05 03:32:59 +0000 2015,RT @ColMorrisDavis: When I copied my emails #Obama admin said theft of gov prop &amp; I ended up on unemploy. Now @JenGranholm says email trivi,,
ConservativeCCh,Thu Mar 05 03:32:59 +0000 2015,RT @WashTimes: Ernest Istook: High energy prices is a promise Obama can keep. http://t.co/f2dihttIrj #carbon #electricity #coal http://t.co,,
NellyGzmn_,Thu Mar 05 03:32:59 +0000 2015,"RT @TBackers: Obama amnesty approval for 100,000 Dreamers 'covering' from Texas judge's ruling: The administration processed... http://t.co",,
peakwriter,Thu Mar 05 03:32:59 +0000 2015,Nobel Peace Prize Committee OUSTS Chairman Who Crowned Obama With $1.4 Million Award http://t.co/fjUyDQj0YI via @dailycaller,,
RyanWKnapp,Thu Mar 05 03:32:58 +0000 2015,"RT @_EvanKnapp: U.S is ranked 182 in the world alphabetically, thanks Obama",,
ItzelRiver_,Thu Mar 05 03:32:58 +0000 2015,"RT @TBackers: Obama amnesty approval for 100,000 Dreamers 'covering' from Texas judge's ruling: The administration processed... http://t.co",,
AlynGnzlz,Thu Mar 05 03:32:58 +0000 2015,"RT @TBackers: Obama amnesty approval for 100,000 Dreamers 'covering' from Texas judge's ruling: The administration processed... http://t.co",,
iResistAll,Thu Mar 05 03:32:58 +0000 2015,Obama Summons Leftist Propagandist Pukes For Closed Door Meeting http://t.co/4exRafcVtg,,
WalteerG_,Thu Mar 05 03:32:57 +0000 2015,"RT @TBackers: Obama amnesty approval for 100,000 Dreamers 'covering' from Texas judge's ruling: The administration processed... http://t.co",,
PatDollard,Thu Mar 05 03:32:57 +0000 2015,Obama Summons Leftist Propagandist Pukes For Closed Door Meeting http://t.co/IqMeMeDnLW #tcot #pjnet #gop,,
Conservativeis1,Thu Mar 05 03:32:57 +0000 2015,"RT @Clibux: I see a pathetic, desperate and delusional Obama. #NetanyahuSpeech #PJNET http://t.co/Rz8R7Cvx6g",,
sethrow991,Thu Mar 05 03:32:56 +0000 2015,#Obama #ABC #CBS #FOX #NBC #aclu  #espn #Nba Come Mr. #Barnes #Bigbabby Lets Go #Clippers !!!!!!!!!!!!!!!!!!!!!!!,,
Gimme_Ammo,Thu Mar 05 03:32:56 +0000 2015,"But, @seanhannity 's ANOTHER ONE. How many times has one or more of us pointed out obama's muzzie sympathies to him? VJerrett is an iranian",,
fitterharris,Thu Mar 05 03:32:56 +0000 2015,"RT @BobG231: BOOM! Ralph Peters says Obama, Dems acted like snitty bitchy high school girls after Bibi speech http://t.co/jlmOn8mxbH",,
wrenchranch,Thu Mar 05 03:32:56 +0000 2015,"Semantics aside, Bibi is proud of US. Obama, not so much.@ron_fournier @TheMattWilstein @seanhannity",,
JaneKappes,Thu Mar 05 03:32:56 +0000 2015,RT @SS_RKC: Most democrats showed their true colors today. Learned more in 40 min from this man than in six years from Obama! http://t.co/P,,
QuikeRodr,Thu Mar 05 03:32:55 +0000 2015,"RT @TBackers: Obama amnesty approval for 100,000 Dreamers 'covering' from Texas judge's ruling: The administration processed... http://t.co",,
AgusCaldern_,Thu Mar 05 03:32:55 +0000 2015,"RT @TBackers: Obama amnesty approval for 100,000 Dreamers 'covering' from Texas judge's ruling: The administration processed... http://t.co",,
MafeBurgs,Thu Mar 05 03:32:55 +0000 2015,"RT @TBackers: Obama amnesty approval for 100,000 Dreamers 'covering' from Texas judge's ruling: The administration processed... http://t.co",,
CloudContact,Thu Mar 05 03:32:55 +0000 2015,RT @NewsHillbilly: @CloudContact @2AisSacred @UtopiasTaint @chrisswartout i am a american i stand with obama if you are a traitor you can c,,
PaoBarajz,Thu Mar 05 03:32:54 +0000 2015,"RT @TBackers: Obama amnesty approval for 100,000 Dreamers 'covering' from Texas judge's ruling: The administration processed... http://t.co",,
yasminrivera77,Thu Mar 05 03:32:54 +0000 2015,"RT @5SOS_Daily: ""i bought my fake I.D. for you... Obama"" #5soslyrics #vote5sos #kca http://t.co/r5zaTUzbi5",,
emthedivine,Thu Mar 05 03:32:54 +0000 2015,RT @ColMorrisDavis: When I copied my emails #Obama admin said theft of gov prop &amp; I ended up on unemploy. Now @JenGranholm says email trivi,,
GaboJmnz,Thu Mar 05 03:32:54 +0000 2015,"RT @TBackers: Obama amnesty approval for 100,000 Dreamers 'covering' from Texas judge's ruling: The administration processed... http://t.co",,
Tribulation7,Thu Mar 05 03:32:53 +0000 2015,http://t.co/PrXPwJagM9  They and Berman's groups are... http://t.co/nSHQkKHuhL,,
sbpdl,Thu Mar 05 03:32:53 +0000 2015,"RT @Glaivester: .@sbpdl Except as Obama's administration shows, @The_JBS report has been proven correct again and again. http://t.co/Rb3MiH",,
TSALAZAR66,Thu Mar 05 03:32:53 +0000 2015,@oreillyfactor Because you doubted: MUSLIM BROTHERHOOD INFILTRATES THE OBAMA ADMINISTRATION  http://t.co/BtiusTaEXW,,
SelCarmona,Thu Mar 05 03:32:53 +0000 2015,"RT @TBackers: Obama amnesty approval for 100,000 Dreamers 'covering' from Texas judge's ruling: The administration processed... http://t.co",,
MormonRight,Thu Mar 05 03:32:53 +0000 2015,"RT @WSCP1: Barack Obama, the Cloward-Piven Strategy of Manufactured Crisis, &amp; the destruction of the U.S. Economy http://t.co/Re0QqVnxZy #t",,
laloPonc_,Thu Mar 05 03:32:52 +0000 2015,"RT @TBackers: Obama amnesty approval for 100,000 Dreamers 'covering' from Texas judge's ruling: The administration processed... http://t.co",,
JeymiA_,Thu Mar 05 03:32:52 +0000 2015,"RT @TBackers: Obama amnesty approval for 100,000 Dreamers 'covering' from Texas judge's ruling: The administration processed... http://t.co",,
Amyloukingery,Thu Mar 05 03:32:52 +0000 2015,RT @2AFight: Federal Student Loan Debt up 463% under #Obama: http://t.co/e2OYc4i64S #ORPUW #PJNET #tgdn #tcot #ccot #RNR http://t.co/bR5YdA,,
CelestSuar,Thu Mar 05 03:32:51 +0000 2015,"RT @TBackers: Obama amnesty approval for 100,000 Dreamers 'covering' from Texas judge's ruling: The administration processed... http://t.co",,
John_Yuma,Thu Mar 05 03:32:51 +0000 2015,Did the administration lie about Obama's immigration action? http://t.co/WPFazFWHW3 via @DCExaminer,,
tomlinson_jovan,Thu Mar 05 03:32:51 +0000 2015,RT @roderick_daisey: 'McCain calls Obamas foreign policy,,
Zeke311,Thu Mar 05 03:32:50 +0000 2015,Obama Supporters Endorse Karl Marx for President in 2016 - Freedom Force http://t.co/z53oZjnho8,,
_DaavidF,Thu Mar 05 03:32:50 +0000 2015,"RT @TBackers: Obama amnesty approval for 100,000 Dreamers 'covering' from Texas judge's ruling: The administration processed... http://t.co",,
Stop__Abortion,Thu Mar 05 03:32:50 +0000 2015,RT @varepall: If Obama had a son he would look like Al Sharpton.,,
dawnllim,Thu Mar 05 03:32:48 +0000 2015,RT @Bipartisanism: One of these presidents created #ISIS. The other one is Barack #Obama. http://t.co/zc3aoRIQBb,,
leenie732002,Thu Mar 05 03:32:47 +0000 2015,RT @DarrellIssa: There's the Monroe Doctrine. Truman Doctrine. Reagan Doctrine. Seems Obama Doctrine is Im taking my ball &amp; going home. ,,
ambbbeeerrr,Thu Mar 05 03:32:46 +0000 2015,RT @PariCalvia: Obama - Uptown Funk http://t.co/8v2tSpBpxl,,
AZ107,Thu Mar 05 03:32:45 +0000 2015,"RT @Ursalette: President Obama inherited an economy w/10% unemployment, in full crisis mode.  Today, unemployment is down in every single s",,
mikezzz111,Thu Mar 05 03:32:45 +0000 2015,RT @ChristiChat: Americans Welcome You!#IStandWithBibi #IStandWithIsrael #TCOT http://t.co/0oqvsIA5n7 http://t.co/huEqSRSoFn,,
MormonRight,Thu Mar 05 03:32:44 +0000 2015,RT @ChooseToBFree: The Betrayal Papers: Obamas Scandals &amp;Assaults on Freedoms Explainedhttp://t.co/8T8HEZQKAMhttp://t.co/yFs2jgrMXe@Sen,,
BreakingTheLeft,Thu Mar 05 03:32:43 +0000 2015,@AppSame President #Obama has set out to form a #Progressive #Utopian World that includes a #Nuclear Iran and Equal Poverty for ALL.,,
cardoza_rosario,Thu Mar 05 03:32:42 +0000 2015,RT @jore1276merino: #TNTweeters#Obama &amp; #Democrats Crush Boehner As House Passes Clean #DHS Bill http://t.co/aOrkuOMuij @Uniteblue #DAPA h,,
Yvens_R,Thu Mar 05 03:32:42 +0000 2015,RT @HaitiJustice: Boston Bar Asks Obamas AG Nominee To Remove Death Penalty In Tsarnaev Case  http://t.co/dJ3SUgxmBd,,
RPGpowaaaa,Thu Mar 05 03:32:41 +0000 2015,"RT @jstines3: According to Obama: Conservatives are terrorists. Hamas is just ""acting irresponsibly."" HUH?!?!? #PJNET #TCOT http://t.co/",,
globalsolarwind,Thu Mar 05 03:32:40 +0000 2015,"RT @HuffPostGreen: Senate tries, and fails, to override Obama's Keystone XL veto http://t.co/uSpg4SBLDs",,
2Fresh_4Real,Thu Mar 05 03:32:40 +0000 2015,Obama appointed him as Vice President? RT @JuChainz: Westbrook gon get that VP,,
Johne7772,Thu Mar 05 03:32:40 +0000 2015,RT @AmyMek: Done With @Starbucks! CEO Howard Schultz calls out Giuliani 4 'offensive' Obama comments http://t.co/4t07m5JBQd #tcot http://t.,,
LiberalMomma,Thu Mar 05 03:32:39 +0000 2015,RT @azmoderate: Fox Guest: With Obama There's More 'Rape' Than Ever Before In Modern Times @TPM http://t.co/fxjsfWHOkM,,
_LloydIrving,Thu Mar 05 03:32:39 +0000 2015,please obama,,
CatholicsTweet,Thu Mar 05 03:32:37 +0000 2015,Cardinal STOP supporting sodomites and Obama! http://t.co/pT07co9Qe7 #Catholics,,
Castrodel_,Thu Mar 05 03:32:37 +0000 2015,"RT @TrivWorks: Obama, Where Art Thou? #ChicagoAMovie",,
PerchaChamakiT,Thu Mar 05 03:32:37 +0000 2015,#TeamYamita Democrats in Congress Give Obama Breathing Room on Nuclear Talks With Iran: De... http://t.co/CJDQvQsnV8 Unete A #TeamYamita,,
heatherhardest,Thu Mar 05 03:32:37 +0000 2015,RT @LindaSuhler: Facebook Suspends Account of 12-Year-Old Black Conservative Who Criticized Obama http://t.co/MZK8Sa8kTn#1A#tcot http://t,,
Roehnan,Thu Mar 05 03:32:36 +0000 2015,RT @ColMorrisDavis: When I copied my emails #Obama admin said theft of gov prop &amp; I ended up on unemploy. Now @JenGranholm says email trivi,,
viper5816,Thu Mar 05 03:32:36 +0000 2015,Obama administration ammo ban proposal being sold under false pretenses http://t.co/YFBh7ala4B via @examinercom,,
YeisonFlechaR_,Thu Mar 05 03:32:36 +0000 2015,#TeamYamita Democrats in Congress Give Obama Breathing Room on Nuclear Talks With Iran: De... http://t.co/QlO2Ws2Eel Unete A #TeamYamita,,
Winterhellfire,Thu Mar 05 03:32:35 +0000 2015,What celebrity irritates you the most?  Barak Obama http://t.co/AFPEyb6kyL,,
MisanthropeTX,Thu Mar 05 03:32:35 +0000 2015,"https://t.co/TpMX5J5TuyI know this guy! He voted for Obama, I swear!!",,
yamih6,Thu Mar 05 03:32:34 +0000 2015,#TeamYamita Democrats in Congress Give Obama Breathing Room on Nuclear Talks With Iran: De... http://t.co/48kJGhZ9aC Unete A #TeamYamita,,
TruckerBobS,Thu Mar 05 03:32:34 +0000 2015,RT @varepall: If Obama had a son he would look like Al Sharpton.,,
JCRM_19,Thu Mar 05 03:32:33 +0000 2015,#TeamYamita Democrats in Congress Give Obama Breathing Room on Nuclear Talks With Iran: De... http://t.co/HJKQ7Qyks9 Unete A #TeamYamita,,
Glaivester,Thu Mar 05 03:32:33 +0000 2015,".@sbpdl Except as Obama's administration shows, @The_JBS report has been proven correct again and again. http://t.co/Rb3MiHrwdR",,
RoseTompkins1,Thu Mar 05 03:32:33 +0000 2015,"RT @HollyFisher723: ""There are 1000s of Americans who don't have their sons today because of that ayatollah Obama is negotiating with."" Giu",,
casualcalxmm,Thu Mar 05 03:32:32 +0000 2015,"RT @5SOS_Daily: ""i bought my fake I.D. for you... Obama"" #5soslyrics #vote5sos #kca http://t.co/r5zaTUzbi5",,
JOSMAISY,Thu Mar 05 03:32:32 +0000 2015,#TeamYamita Democrats in Congress Give Obama Breathing Room on Nuclear Talks With Iran: De... http://t.co/8XPkycr1u0 Unete A #TeamYamita,,
jbee88zt,Thu Mar 05 03:32:31 +0000 2015,Pres. Obama takes new action on cybersecurity,,
mlong42947,Thu Mar 05 03:32:31 +0000 2015,"RT @AHMalcolm: Why's This? Egypt, Jordan Fight #ISIS So Obama Cuts Aid Then He  Holds Back Intel from Israel http://t.co/msnCEr0eVw #IBDEdi",,
blondpolitics,Thu Mar 05 03:32:31 +0000 2015,Obama's Foreign Policy: http://t.co/5YKmfrS9TF,,
riwancz,Thu Mar 05 03:32:30 +0000 2015,"RT @RobPulseNews: Congressman Perry: Obama's response to the #Ukraine crisis has been ""pathetic &amp; ineffectual""#RussiainvadedUkraine http:",,
PatriotCzar,Thu Mar 05 03:32:29 +0000 2015,"SO MANY Lies in 2014:Hands Up Don't Shoot, If U Like Your Dr. You Can Keep You Dr., Vote 4 Me 2 Stop Obama... @michellemalkin @LaTishaR11",,
BaxterPamela,Thu Mar 05 03:32:29 +0000 2015,@dthomicide @maddow ~More like humpty dumpty about to fall off that wall. And when he comes for Obama. I should see me climbing in my plasma,,
h60usn,Thu Mar 05 03:32:28 +0000 2015,RT @Templar0821: Scott Walker Slams Boehner-McConnell Deal with Dems to Fund Obama's Amnesty - Tea Party News http://t.co/xdDXo931Tm,,
J44morris,Thu Mar 05 03:32:28 +0000 2015,"RT @IndeChic47: Gen.Tata: When I was a cadet at WestPoint n 1981, Reagan believed n Peace through Strength. Obama believes n Peace through ",,
agimcorp,Thu Mar 05 03:32:28 +0000 2015,RT @Jerusalem_Post: Netanyahu responds to Obama: We did indeed present practical alternative to Iran deal  http://t.co/d9YF33rSbE http://t.,,
amondalek,Thu Mar 05 03:32:28 +0000 2015,RT @ColMorrisDavis: When I copied my emails #Obama admin said theft of gov prop &amp; I ended up on unemploy. Now @JenGranholm says email trivi,,
NevvsReader,Thu Mar 05 03:32:27 +0000 2015,Senate fails to override Obamas veto of Keystone XL approval  The UnionLeader http://t.co/EpcnGLsnuf,,
Cookiemuffen,Thu Mar 05 03:32:27 +0000 2015,@UKinSaudiArabia I hope the Saudi's have enough common sense to turn down Obama's treaty idea with Iran. It will lead to a nuclear Iran,,
cheerfuloakley,Thu Mar 05 03:32:27 +0000 2015,RT @xxTroylerxx: My school isn't canceled yet thanks Obama,,
ZaidJilani,Thu Mar 05 03:32:27 +0000 2015,"People ascribe magical properties to Barack Obama beating Hillary. Nah, it was because a majority of Democratic voters didnt want Hill",,
Freelassie,Thu Mar 05 03:32:26 +0000 2015,"RT @WashTimes: Obama pushed through 100,000 Dreamers before Texas judge's amnesty halt: http://t.co/WdkpabKtnl #immigration http://t.co/8mY",,
CelesteHerget,Thu Mar 05 03:32:26 +0000 2015,"RT @Forums4Justice: ""Shifty Scott Walker"" Comes Out Against Boehners And McConnells Deal With Dems To Fund Obamas Amnesty http://t.co/0o",,
Scrufey21,Thu Mar 05 03:32:26 +0000 2015,"RT @PhxKen: BOOM! Ralph Peters says Obama, Dems acted like snitty bitchy high school girls after Bibi speech http://t.co/2I5n2vd1Wf",,
lalioness1,Thu Mar 05 03:32:25 +0000 2015,RT @krauthammer: The logic behind ISIS barbarism and how Obamas backdoor embrace of Iran is undermining our anti-ISIS Arab coalition.http,,
CharlieRand9,Thu Mar 05 03:32:25 +0000 2015,"@FarRightofLeft_ Right, at least between Jihadette~Jarrett and George Soros. Jihadi~Obama?.. is their grunt boy. @wrenchtwister2 @Alisand3",,
rgspol,Thu Mar 05 03:32:25 +0000 2015,"RT @ron_fournier: Think about what you're saying, gents @TheMattWilstein: Giuliani, @seanhannity agree: ""Most Americans"" stand with Bibi, n",,
NashPredator,Thu Mar 05 03:32:24 +0000 2015,"RT @Mike_Beacham: ""@68GoHawks: #Impeach Barack Hussein Obama #OffendEveryOneIn4Words http://t.co/F8xiTVPL7r"" PROSECUTE TYRANNY &amp; TREASO",,
michaelp737,Thu Mar 05 03:32:24 +0000 2015,@survivalismpro @nykiegp @malik_atheist @LeeannWright4 Genius! The cherry tree story seems to have been fiction. All Obama knows is fiction!,,
davidjones720,Thu Mar 05 03:32:24 +0000 2015,"[*BN*]The Nuclear Option[*]: How Mitch McConnell, The Senate Yoda, Bowed to Lawless Obama - Breitbart http://t.co/QgGi3iOt42",,
Angelemichelle,Thu Mar 05 03:32:24 +0000 2015,"RT @jimlibertarian: @JeremyLunsford @Xmun1 @Angelemichelle I want Obama impeached as much as anyone, but I don't see it happening this late",,
realclearisrael,Thu Mar 05 03:32:23 +0000 2015,RT @WashTimes: Monica Crowley says #Obama's new world order favors enemies over alllies in the #MiddleEast http://t.co/nmZe2rHcd1 http://t.,,
GeneShands,Thu Mar 05 03:32:22 +0000 2015,RT @FreedomChild3: Dont Mince Words: Gruber Tapes Show President Obama Is A Liar | The Daily Caller http://t.co/LN74enEnpI,,
_KayyBreezzyy_,Thu Mar 05 03:32:22 +0000 2015,RT @RappersSaid: Barack Obama spitting fire  http://t.co/SxYzZIQwjO,,
sallytudor,Thu Mar 05 03:32:22 +0000 2015,"Photo: gop-tea-pub: 100,000 Amnesty Applications Had Been Approved Before The Judge Halted Obamas... http://t.co/aQc63AVGcT",,
varepall,Thu Mar 05 03:32:21 +0000 2015,If Obama had a son he would look like Al Sharpton.,,
GingerMarple,Thu Mar 05 03:32:21 +0000 2015,"RT @PoliticalLaughs: Obama's has developed a new alternative to oil exploration and pipelines. He calls it the ""Freeze in the Dark"" plan.",,
MattMSW,Thu Mar 05 03:32:20 +0000 2015,RT @politsoutherner: Ted Cruz: GOP leadership planned to cave on Obamas illegal amnesty all along  The Right Scoop - http://t.co/gUsNd07k,,
PlantFlowes,Thu Mar 05 03:32:19 +0000 2015,"RT @arthuromeo: If people truly believe republican's attitude towards Obama isn't based MOSTLY on race,I just have to say you're an idiot",,
saminhim,Thu Mar 05 03:32:19 +0000 2015,RT @62seabee: My friends listen to Obama and his trusted staff they will make fairy talls of every violated Law and you never question him.,,
jimmyhuss3,Thu Mar 05 03:32:19 +0000 2015,Obama throwing Hillary under the Bus today will open the Flood Gate. She is one very vindictive woman.,,
ambieHeb,Thu Mar 05 03:32:19 +0000 2015,RT @AP: BREAKING: Republican-led Senate fails to overturn Obama's veto of bill approving Keystone XL pipeline.,,
satulingkar,Thu Mar 05 03:32:18 +0000 2015,"""The future belongs to young people with an education and the imagination to create."" -Barack Obama",,
salsamamasita,Thu Mar 05 03:32:18 +0000 2015,Remember when the young republican website made an official statement that there would be an ebola outbreak bc of Obama not closing airports,,
BreakingTheLeft,Thu Mar 05 03:32:18 +0000 2015,President #Obama has set out to form a #Progressive #Utopian World that includes a #Nuclear Iran and Equal Poverty for ALL.,,
klva99,Thu Mar 05 03:32:18 +0000 2015,RT @kingsheri: So you agree to release (((( #Child rapist ))) from prisons Obama did and Now look #PJnet @PJnet #LawLessNess http://t.c,,
gtleda,Thu Mar 05 03:32:18 +0000 2015,RT @Bipartisanism: The face you make when President Obama's approval rating skyrockets to 2 year high after the #NetanyahuSpeech: http://t.,,
tinypuppybot,Thu Mar 05 03:32:18 +0000 2015,im furry obama,,
TomGalloway12,Thu Mar 05 03:32:17 +0000 2015,"RT @WhiteHouse: ""Every girl is precious. Every girl deserves an education."" President Obama: http://t.co/cEWIR52NSE #LetGirlsLearn http://",,
hipolito_rh,Thu Mar 05 03:32:17 +0000 2015,"RT @varepall: GWB LOVED our troops. Obama, not so much. Vote OUT THE DEMS on NOVEMBER 4 and elect leaders who love America VRAGOTV http://t",,
StevenLeeJames,Thu Mar 05 03:32:16 +0000 2015,White House says Clinton did not heed e-mail policy http://t.co/XBwaBSxryh,,
IanRotunno,Thu Mar 05 03:32:16 +0000 2015,This has basically come down to giving Ferguson Missouri PD a special visit from the Obama. I bet he's too busy to bitch slap racism.,,
xxTroylerxx,Thu Mar 05 03:32:16 +0000 2015,My school isn't canceled yet thanks Obama,,
Scrufey21,Thu Mar 05 03:32:16 +0000 2015,RT @ChuckNellis: Stock rising! ----&gt; #ScottWalker Comes Out Against Boehners And McConnells Deal With Dems To Fund Obamas Amnesty. http:,,
BBegly,Thu Mar 05 03:32:15 +0000 2015,RT @mauriciod44: @politico @bayes46 @jnshinkle One thing is clear: Obama better present the IRAN Treaty to the Senate for Advise and Consen,,
carolinasarassa,Thu Mar 05 03:32:15 +0000 2015,RT @gilcedillo: #LACity Council passes unanimously my reso taking a stance against the injunction and support of Obama's immigration execut,,
push_junction,Thu Mar 05 03:32:14 +0000 2015,Houston companies could be hit hard by Obama's tax plan http://t.co/fwxKTeCdCd #txlege,,
DoyleGlobal,Thu Mar 05 03:32:14 +0000 2015,Senate fails to override Obama's veto of Keystone XL approval - The Union Leader http://t.co/SuHnEztXV0 http://t.co/M5iV6L9wcF,,
PerchaChamakiT,Thu Mar 05 03:32:14 +0000 2015,#TeamYamita Democrats in Congress Give Obama Breathing Room on Nuclear Talks With Iran: De... http://t.co/2Xbe1CD5Yi Unete A #TeamYamita,,
BreakingCarNews,Thu Mar 05 03:32:13 +0000 2015,Senate fails to override Obama's veto of Keystone XL approval. http://t.co/uTlWJhSp8e,,
YeisonFlechaR_,Thu Mar 05 03:32:12 +0000 2015,#TeamYamita Democrats in Congress Give Obama Breathing Room on Nuclear Talks With Iran: De... http://t.co/rE4HVGm5CN Unete A #TeamYamita,,
CorlessJones,Thu Mar 05 03:32:12 +0000 2015,RT @whobriant: Gotta take a sec from Obama bashing to share this. Proud to be a trucker!!! http://t.co/zSJVeoUZs5,,
stang289,Thu Mar 05 03:32:12 +0000 2015,"Police say Obama bullet ban isn't needed, AR-15 round isn't a threat http://t.co/KcKgmn2SVs via @DCExaminer",,
