Region,name,id,geometry,Color
Southwest,Nevada,NV,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-114.04392,40.68928,0.0 -114.04558,40.4958,0.0 -114.04619,40.30302,0.0 -114.04644,40.09896,0.0 -114.04658,39.99994,0.0 -114.04727,39.75817,0.0 -114.04757,39.61018,0.0 -114.0473,39.45715,0.0 -114.04779,39.36296,0.0 -114.04841,39.23851,0.0 -114.04885,39.08777,0.0 -114.04833,38.90545,0.0 -114.04916,38.75165,0.0 -114.04992,38.55049,0.0 -114.04997,38.20495,0.0 -114.05013,37.95499,0.0 -114.04939,37.77873,0.0 -114.05198,37.70735,0.0 -114.05264,37.47222,0.0 -114.05187,37.13439,0.0 -114.0506,37.0004,0.0 -114.0506,36.99997,0.0 -114.05014,36.817,0.0 -114.04736,36.60322,0.0 -114.04338,36.37619,0.0 -114.04404,36.21464,0.0 -114.1139,36.09833,0.0 -114.22646,36.01461,0.0 -114.32346,36.10119,0.0 -114.51122,36.15058,0.0 -114.6729,36.11546,0.0 -114.73513,36.05493,0.0 -114.74365,35.98542,0.0 -114.70883,35.9167,0.0 -114.67489,35.86436,0.0 -114.70415,35.81412,0.0 -114.69704,35.73579,0.0 -114.68702,35.66942,0.0 -114.65449,35.60517,0.0 -114.66076,35.5417,0.0 -114.6768,35.49125,0.0 -114.61121,35.37012,0.0 -114.58031,35.21811,0.0 -114.57354,35.14231,0.0 -114.63064,35.11791,0.0 -114.60899,35.07971,0.0 -114.63423,35.00332,0.0 -114.63349,35.00186,0.0 -114.63361,35.00195,0.0 -114.82052,35.15341,0.0 -115.11622,35.38796,0.0 -115.36992,35.59033,0.0 -115.65233,35.81231,0.0 -115.89512,36.0018,0.0 -116.08072,36.14577,0.0 -116.37528,36.37205,0.0 -116.87227,36.75057,0.0 -117.31883,37.08441,0.0 -117.79563,37.43715,0.0 -118.04392,37.6185,0.0 -118.22972,37.75309,0.0 -118.51722,37.96065,0.0 -119.00097,38.30368,0.0 -119.43506,38.60904,0.0 -119.76041,38.83427,0.0 -119.9748,38.98156,0.0 -120.00608,39.37557,0.0 -120.0015,39.57782,0.0 -120.00049,39.79567,0.0 -119.99733,40.08934,0.0 -119.99567,40.39719,0.0 -119.99926,40.86934,0.0 -120.00002,41.26742,0.0 -119.99919,41.97905,0.0 -119.99917,41.99454,0.0 -119.99917,41.99484,0.0 -119.90622,41.9972,0.0 -119.80128,41.99746,0.0 -119.70479,41.99621,0.0 -119.61469,41.99594,0.0 -119.48157,41.99572,0.0 -119.36302,41.99428,0.0 -119.25103,41.99384,0.0 -119.0022,41.99375,0.0 -118.7824,41.99259,0.0 -118.54194,41.99478,0.0 -118.42657,41.99586,0.0 -118.3477,41.99629,0.0 -118.19842,41.99699,0.0 -118.09918,41.9975,0.0 -118.06386,41.99767,0.0 -117.99278,41.99804,0.0 -117.90359,41.99817,0.0 -117.79003,41.99842,0.0 -117.71943,41.99819,0.0 -117.62441,41.99836,0.0 -117.51839,41.99915,0.0 -117.46483,41.9994,0.0 -117.33055,41.9996,0.0 -117.18204,42.00038,0.0 -117.02916,42.00018,0.0 -117.02622,42.00025,0.0 -117.02234,41.99989,0.0 -116.861,41.99876,0.0 -116.70972,41.99812,0.0 -116.55307,41.99766,0.0 -116.48554,41.99686,0.0 -116.37594,41.99632,0.0 -116.20623,41.99768,0.0 -116.12593,41.99765,0.0 -116.01199,41.99804,0.0 -115.98839,41.99855,0.0 -115.84911,41.99677,0.0 -115.69522,41.99701,0.0 -115.52677,41.99676,0.0 -115.3968,41.99648,0.0 -115.31388,41.9961,0.0 -115.25015,41.99615,0.0 -115.12254,41.99607,0.0 -114.91817,41.99977,0.0 -114.76097,41.99991,0.0 -114.6492,41.9962,0.0 -114.61271,41.99503,0.0 -114.49854,41.9946,0.0 -114.39727,41.99501,0.0 -114.30408,41.99437,0.0 -114.18492,41.99407,0.0 -114.04537,41.99372,0.0 -114.04172,41.99372,0.0 -114.0398,41.89425,0.0 -114.04055,41.59062,0.0 -114.04061,41.36,0.0 -114.04195,41.05548,0.0 -114.04375,40.76026,0.0 -114.04391,40.68985,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",
Southwest,Arizona,AZ,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-114.63332,34.87057,0.0 -114.63349,35.00186,0.0 -114.63423,35.00332,0.0 -114.60899,35.07971,0.0 -114.63064,35.11791,0.0 -114.57354,35.14231,0.0 -114.58031,35.21811,0.0 -114.61121,35.37012,0.0 -114.6768,35.49125,0.0 -114.66076,35.5417,0.0 -114.65449,35.60517,0.0 -114.68702,35.66942,0.0 -114.69704,35.73579,0.0 -114.70415,35.81412,0.0 -114.67489,35.86436,0.0 -114.70883,35.9167,0.0 -114.74365,35.98542,0.0 -114.73513,36.05493,0.0 -114.6729,36.11546,0.0 -114.51122,36.15058,0.0 -114.32346,36.10119,0.0 -114.22646,36.01461,0.0 -114.1139,36.09833,0.0 -114.04404,36.21464,0.0 -114.04338,36.37619,0.0 -114.04736,36.60322,0.0 -114.05014,36.817,0.0 -114.0506,36.99997,0.0 -114.0506,37.0004,0.0 -114.05052,37.0004,0.0 -113.94557,36.99998,0.0 -113.86852,36.99998,0.0 -113.62465,36.99998,0.0 -113.4727,36.99998,0.0 -113.32097,36.99998,0.0 -113.17698,36.99998,0.0 -113.02079,37.00022,0.0 -112.99281,37.00017,0.0 -112.96895,37.00012,0.0 -112.75086,37.00048,0.0 -112.48455,37.00094,0.0 -112.32985,37.00105,0.0 -111.99142,37.00097,0.0 -111.58602,37.00166,0.0 -111.39598,37.00147,0.0 -111.2523,37.00102,0.0 -111.03957,37.00247,0.0 -110.73783,37.00325,0.0 -110.54945,37.00383,0.0 -110.272,36.99828,0.0 -110.13851,36.99845,0.0 -109.83491,36.99831,0.0 -109.43568,36.9991,0.0 -109.26993,36.99926,0.0 -109.04538,36.99908,0.0 -109.04522,36.99908,0.0 -109.04522,36.99897,0.0 -109.04531,36.8531,0.0 -109.04544,36.70384,0.0 -109.04547,36.54513,0.0 -109.04579,36.41637,0.0 -109.04575,36.29154,0.0 -109.04601,36.18724,0.0 -109.04578,36.03128,0.0 -109.04606,35.93088,0.0 -109.04621,35.81044,0.0 -109.04636,35.65092,0.0 -109.04662,35.45859,0.0 -109.04644,35.30697,0.0 -109.04598,34.91388,0.0 -109.04603,34.71264,0.0 -109.04633,34.44558,0.0 -109.04692,34.08446,0.0 -109.047,33.71335,0.0 -109.04691,33.3477,0.0 -109.0474,33.07165,0.0 -109.04762,32.70386,0.0 -109.04764,32.40743,0.0 -109.04811,32.1771,0.0 -109.04905,31.87069,0.0 -109.04911,31.63698,0.0 -109.05004,31.3325,0.0 -109.0587,31.33252,0.0 -109.25062,31.3338,0.0 -109.30069,31.33396,0.0 -109.33682,31.334,0.0 -109.38186,31.33394,0.0 -109.45105,31.33406,0.0 -109.5287,31.33393,0.0 -109.62562,31.33408,0.0 -109.79302,31.33399,0.0 -109.97582,31.33341,0.0 -110.20503,31.33363,0.0 -110.49327,31.33296,0.0 -110.56918,31.33299,0.0 -110.65415,31.33305,0.0 -110.77828,31.33363,0.0 -110.87564,31.33328,0.0 -110.93778,31.33281,0.0 -110.94286,31.33283,0.0 -110.97553,31.33257,0.0 -111.12565,31.34898,0.0 -111.24082,31.38586,0.0 -111.29191,31.40231,0.0 -111.32558,31.41305,0.0 -111.3574,31.42333,0.0 -111.38483,31.43196,0.0 -111.44337,31.45068,0.0 -111.47861,31.46195,0.0 -111.49725,31.4678,0.0 -111.53479,31.47995,0.0 -111.56975,31.49099,0.0 -111.62412,31.50825,0.0 -111.66,31.51945,0.0 -111.73365,31.54305,0.0 -111.79498,31.56227,0.0 -111.9182,31.6012,0.0 -111.97172,31.61823,0.0 -111.99115,31.62425,0.0 -112.02937,31.63623,0.0 -112.09379,31.65645,0.0 -112.13972,31.67094,0.0 -112.15906,31.67701,0.0 -112.21295,31.69377,0.0 -112.32605,31.72891,0.0 -112.39932,31.75165,0.0 -112.43603,31.76301,0.0 -112.52208,31.78954,0.0 -112.57141,31.80473,0.0 -112.63294,31.82357,0.0 -112.67695,31.83702,0.0 -112.72356,31.8513,0.0 -112.75567,31.86132,0.0 -112.8055,31.87666,0.0 -112.83423,31.88514,0.0 -112.8711,31.89671,0.0 -112.90863,31.90787,0.0 -113.20884,31.99917,0.0 -113.2279,32.0054,0.0 -113.30314,32.02905,0.0 -113.61086,32.12566,0.0 -113.78489,32.17992,0.0 -113.90756,32.21797,0.0 -113.97121,32.2376,0.0 -114.11135,32.28088,0.0 -114.20719,32.31044,0.0 -114.25559,32.32538,0.0 -114.28755,32.33509,0.0 -114.38472,32.36468,0.0 -114.61337,32.43408,0.0 -114.77804,32.48373,0.0 -114.81394,32.49526,0.0 -114.81518,32.50602,0.0 -114.80524,32.50999,0.0 -114.81037,32.51839,0.0 -114.81335,32.52419,0.0 -114.80551,32.53277,0.0 -114.80529,32.54351,0.0 -114.79282,32.55396,0.0 -114.79206,32.56772,0.0 -114.79555,32.56625,0.0 -114.81362,32.56133,0.0 -114.80894,32.57093,0.0 -114.80404,32.58137,0.0 -114.80093,32.5955,0.0 -114.80804,32.60317,0.0 -114.80891,32.61295,0.0 -114.80192,32.6238,0.0 -114.79518,32.62325,0.0 -114.7819,32.6247,0.0 -114.77309,32.63705,0.0 -114.76427,32.65006,0.0 -114.74805,32.66489,0.0 -114.74638,32.66985,0.0 -114.74505,32.67414,0.0 -114.74456,32.6785,0.0 -114.74203,32.68221,0.0 -114.74,32.68517,0.0 -114.73874,32.68732,0.0 -114.73062,32.6986,0.0 -114.72924,32.70545,0.0 -114.72377,32.71192,0.0 -114.71994,32.71829,0.0 -114.71919,32.71943,0.0 -114.69096,32.73946,0.0 -114.63501,32.73137,0.0 -114.58576,32.73487,0.0 -114.46563,32.87408,0.0 -114.48131,32.97206,0.0 -114.62973,33.03255,0.0 -114.68157,33.23376,0.0 -114.72123,33.39691,0.0 -114.61185,33.47131,0.0 -114.5402,33.58709,0.0 -114.49649,33.6969,0.0 -114.52801,33.84446,0.0 -114.51318,33.91285,0.0 -114.49813,33.96372,0.0 -114.4355,34.04257,0.0 -114.35765,34.12866,0.0 -114.26017,34.17212,0.0 -114.14737,34.31087,0.0 -114.29195,34.41527,0.0 -114.38169,34.47903,0.0 -114.44166,34.64288,0.0 -114.48236,34.71453,0.0 -114.56953,34.79181,0.0 -114.63305,34.86997,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",
Central,Wisconsin,WI,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.8156,42.49273,0.0 -87.93137,42.49433,0.0 -88.10268,42.49562,0.0 -88.20645,42.49561,0.0 -88.27166,42.49472,0.0 -88.33826,42.49462,0.0 -88.51576,42.49481,0.0 -88.74683,42.49242,0.0 -88.93177,42.49489,0.0 -89.00206,42.49604,0.0 -89.02503,42.49624,0.0 -89.0547,42.49623,0.0 -89.11703,42.4969,0.0 -89.16601,42.49727,0.0 -89.30698,42.49916,0.0 -89.39616,42.50051,0.0 -89.54239,42.50223,0.0 -89.60795,42.50373,0.0 -89.71432,42.5052,0.0 -89.83682,42.50571,0.0 -89.96124,42.50585,0.0 -90.1518,42.5083,0.0 -90.29416,42.50755,0.0 -90.50006,42.50764,0.0 -90.5618,42.5078,0.0 -90.64093,42.5083,0.0 -90.64002,42.50941,0.0 -90.6418,42.53186,0.0 -90.68045,42.58294,0.0 -90.75936,42.64872,0.0 -90.86453,42.66815,0.0 -90.93286,42.68371,0.0 -91.00427,42.71798,0.0 -91.04603,42.7376,0.0 -91.06286,42.75054,0.0 -91.07075,42.77482,0.0 -91.07931,42.82031,0.0 -91.09406,42.83081,0.0 -91.09882,42.86988,0.0 -91.12316,42.89828,0.0 -91.14425,42.92613,0.0 -91.1568,42.98578,0.0 -91.17612,43.04811,0.0 -91.17736,43.1165,0.0 -91.13999,43.16742,0.0 -91.08001,43.22769,0.0 -91.08143,43.28469,0.0 -91.14022,43.33061,0.0 -91.21327,43.36363,0.0 -91.1978,43.39671,0.0 -91.23268,43.45252,0.0 -91.21774,43.5004,0.0 -91.21771,43.50055,0.0 -91.21771,43.50073,0.0 -91.24419,43.772,0.0 -91.30682,43.86434,0.0 -91.46522,44.00925,0.0 -91.77449,44.14754,0.0 -92.03226,44.38641,0.0 -92.3683,44.55918,0.0 -92.55146,44.57147,0.0 -92.69432,44.68862,0.0 -92.76951,44.85841,0.0 -92.78804,45.08186,0.0 -92.75436,45.21248,0.0 -92.69952,45.34242,0.0 -92.66392,45.39338,0.0 -92.67877,45.46357,0.0 -92.84598,45.56645,0.0 -92.87649,45.68135,0.0 -92.77206,45.79523,0.0 -92.67735,45.90582,0.0 -92.54859,45.96895,0.0 -92.37599,46.01591,0.0 -92.29407,46.07835,0.0 -92.29258,46.31767,0.0 -92.29165,46.63861,0.0 -92.20092,46.7062,0.0 -89.96571,47.29148,0.0 -89.9571,47.2911,0.0 -89.96571,47.27588,0.0 -90.33662,46.55412,0.0 -90.27044,46.51168,0.0 -90.22094,46.50335,0.0 -90.17822,46.45715,0.0 -90.1572,46.40866,0.0 -90.13375,46.37766,0.0 -90.11714,46.3553,0.0 -89.7641,46.26802,0.0 -89.43111,46.2038,0.0 -88.93326,46.07388,0.0 -88.73372,46.02551,0.0 -88.66532,45.99133,0.0 -88.58419,46.00606,0.0 -88.49775,45.99719,0.0 -88.38423,45.98817,0.0 -88.28652,45.95395,0.0 -88.10301,45.92178,0.0 -88.07759,45.78338,0.0 -87.86351,45.74157,0.0 -87.78754,45.57352,0.0 -87.84961,45.40866,0.0 -87.71942,45.37709,0.0 -87.69869,45.27292,0.0 -87.69164,45.14918,0.0 -87.01986,42.49376,0.0 -87.01993,42.4935,0.0 -87.80966,42.49266,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",
Southeast,Georgia,GA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-81.12387,32.29667,0.0 -81.15654,32.24425,0.0 -81.02071,32.09197,0.0 -80.75203,32.03256,0.0 -80.75483,32.02926,0.0 -80.76977,32.01979,0.0 -80.78069,32.01137,0.0 -80.78124,32.00495,0.0 -80.78241,32.00022,0.0 -80.78346,31.99405,0.0 -80.78597,31.9822,0.0 -80.78984,31.96439,0.0 -80.81461,31.94,0.0 -80.83501,31.92388,0.0 -80.86529,31.89442,0.0 -80.87962,31.8753,0.0 -80.89699,31.85281,0.0 -80.91782,31.8338,0.0 -80.94245,31.80683,0.0 -80.9731,31.78822,0.0 -80.99209,31.7643,0.0 -80.9972,31.7485,0.0 -81.01381,31.72864,0.0 -81.04979,31.68863,0.0 -81.06583,31.62523,0.0 -81.07912,31.58648,0.0 -81.08582,31.53669,0.0 -81.09236,31.52317,0.0 -81.10048,31.51705,0.0 -81.10666,31.49808,0.0 -81.11948,31.48273,0.0 -81.12653,31.47701,0.0 -81.13901,31.47251,0.0 -81.14674,31.46522,0.0 -81.15165,31.45583,0.0 -81.15958,31.44578,0.0 -81.16274,31.43968,0.0 -81.16321,31.43304,0.0 -81.16599,31.42522,0.0 -81.1703,31.41926,0.0 -81.174,31.41437,0.0 -81.17727,31.41025,0.0 -81.18219,31.40532,0.0 -81.18616,31.40248,0.0 -81.19076,31.39988,0.0 -81.18581,31.39509,0.0 -81.1788,31.38692,0.0 -81.17387,31.37979,0.0 -81.17216,31.37523,0.0 -81.17198,31.3553,0.0 -81.17712,31.33928,0.0 -81.1854,31.32745,0.0 -81.18611,31.32672,0.0 -81.18335,31.31124,0.0 -81.18468,31.30112,0.0 -81.18394,31.2975,0.0 -81.18264,31.27416,0.0 -81.18612,31.25023,0.0 -81.19614,31.23523,0.0 -81.20507,31.22093,0.0 -81.21256,31.20805,0.0 -81.21758,31.19952,0.0 -81.22511,31.18323,0.0 -81.23816,31.16729,0.0 -81.24979,31.16108,0.0 -81.25729,31.15845,0.0 -81.27962,31.15674,0.0 -81.29642,31.15188,0.0 -81.29263,31.14021,0.0 -81.28987,31.13116,0.0 -81.28841,31.12491,0.0 -81.28588,31.10944,0.0 -81.28746,31.09921,0.0 -81.29787,31.08095,0.0 -81.31364,31.06785,0.0 -81.32617,31.06266,0.0 -81.33922,31.06013,0.0 -81.35342,31.03712,0.0 -81.33794,31.01632,0.0 -81.32703,31.01026,0.0 -81.31766,31.00411,0.0 -81.31303,31.00024,0.0 -81.30478,30.98571,0.0 -81.30483,30.97077,0.0 -81.31753,30.9485,0.0 -81.3349,30.93588,0.0 -81.34624,30.91673,0.0 -81.34911,30.89584,0.0 -81.35543,30.87524,0.0 -81.35944,30.86345,0.0 -81.36268,30.84593,0.0 -81.36752,30.83634,0.0 -81.3731,30.82229,0.0 -81.38536,30.80195,0.0 -81.38695,30.79955,0.0 -81.39146,30.79024,0.0 -81.39936,30.77089,0.0 -81.3913,30.76467,0.0 -81.37961,30.7598,0.0 -81.37481,30.75748,0.0 -81.36972,30.75424,0.0 -81.35477,30.73847,0.0 -81.35025,30.7214,0.0 -81.3473,30.71421,0.0 -81.34701,30.71244,0.0 -81.59965,30.72923,0.0 -81.68329,30.74793,0.0 -81.77197,30.7638,0.0 -81.88472,30.80873,0.0 -81.96184,30.80128,0.0 -82.01729,30.75567,0.0 -82.04309,30.68636,0.0 -82.0273,30.60704,0.0 -82.01304,30.54839,0.0 -82.01811,30.47325,0.0 -82.04357,30.40736,0.0 -82.06348,30.35858,0.0 -82.11119,30.36569,0.0 -82.14697,30.36191,0.0 -82.18128,30.37108,0.0 -82.20312,30.40143,0.0 -82.20979,30.43224,0.0 -82.20725,30.4583,0.0 -82.20611,30.49104,0.0 -82.23739,30.53222,0.0 -82.65847,30.59601,0.0 -83.83189,30.66308,0.0 -84.68652,30.70389,0.0 -84.9273,30.83896,0.0 -85.00244,31.00068,0.0 -85.0025,31.00068,0.0 -85.00227,31.00147,0.0 -85.06243,31.13952,0.0 -85.11216,31.25921,0.0 -85.07998,31.41047,0.0 -85.05528,31.57709,0.0 -85.10163,31.66947,0.0 -85.12723,31.76266,0.0 -85.13013,31.87476,0.0 -85.08413,31.95246,0.0 -85.05406,32.0779,0.0 -84.97443,32.19125,0.0 -84.92353,32.22975,0.0 -84.90525,32.27437,0.0 -84.97727,32.37384,0.0 -84.99947,32.50756,0.0 -85.09045,32.62406,0.0 -85.10453,32.64101,0.0 -85.10504,32.68003,0.0 -85.12244,32.71683,0.0 -85.1256,32.77862,0.0 -85.1593,32.83884,0.0 -85.21858,33.03927,0.0 -85.35261,33.72644,0.0 -85.4583,34.26694,0.0 -85.51807,34.54709,0.0 -85.60383,34.97706,0.0 -85.60516,34.98468,0.0 -85.60495,34.98468,0.0 -85.5219,34.9836,0.0 -85.45921,34.983,0.0 -85.40827,34.98293,0.0 -85.36034,34.98355,0.0 -85.32395,34.98411,0.0 -85.30073,34.98449,0.0 -85.27286,34.98498,0.0 -85.24754,34.98533,0.0 -85.22345,34.98557,0.0 -85.19582,34.98579,0.0 -85.15782,34.9863,0.0 -85.11935,34.98653,0.0 -85.10191,34.98657,0.0 -85.04505,34.98686,0.0 -84.97928,34.98765,0.0 -84.93036,34.9879,0.0 -84.85683,34.98775,0.0 -84.77952,34.98785,0.0 -84.71811,34.98808,0.0 -84.63645,34.98802,0.0 -84.57298,34.98827,0.0 -84.48745,34.9882,0.0 -84.38684,34.98801,0.0 -84.36072,34.98831,0.0 -84.32372,34.98841,0.0 -84.32187,34.98841,0.0 -84.32092,34.98841,0.0 -84.2735,34.98816,0.0 -84.2403,34.98794,0.0 -84.19786,34.98788,0.0 -84.16361,34.98768,0.0 -84.12832,34.98752,0.0 -84.08751,34.9874,0.0 -84.06241,34.98719,0.0 -84.03039,34.98701,0.0 -83.99616,34.98726,0.0 -83.96682,34.98735,0.0 -83.95108,34.98736,0.0 -83.92121,34.9874,0.0 -83.89374,34.98739,0.0 -83.8311,34.98729,0.0 -83.80948,34.98745,0.0 -83.77868,34.98762,0.0 -83.73008,34.98754,0.0 -83.6871,34.98722,0.0 -83.61899,34.9921,0.0 -83.54938,34.99249,0.0 -83.42705,34.99409,0.0 -83.36004,34.99526,0.0 -83.32037,34.99591,0.0 -83.21237,34.99864,0.0 -83.10871,35.00066,0.0 -83.10861,35.00066,0.0 -83.11182,34.93614,0.0 -83.21382,34.88642,0.0 -83.28974,34.82447,0.0 -83.3539,34.69861,0.0 -83.14178,34.5708,0.0 -82.95653,34.47909,0.0 -82.84754,34.41355,0.0 -82.77711,34.29262,0.0 -82.65731,34.10328,0.0 -82.51295,33.93697,0.0 -82.19481,33.62895,0.0 -81.9308,33.37999,0.0 -81.89274,33.31564,0.0 -81.83318,33.27335,0.0 -81.77843,33.22185,0.0 -81.56034,33.05004,0.0 -81.42985,32.77213,0.0 -81.3286,32.56109,0.0 -81.23287,32.51591,0.0 -81.19839,32.44841,0.0 -81.17303,32.37254,0.0 -81.14386,32.35154,0.0 -81.12385,32.29677,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",
Central,Kansas,KS,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-96.28415,36.99927,0.0 -96.55381,36.99879,0.0 -96.91244,36.99914,0.0 -97.1197,36.99903,0.0 -97.41024,36.99875,0.0 -97.71715,36.99885,0.0 -98.03595,36.99841,0.0 -98.43796,36.99837,0.0 -98.68884,36.99898,0.0 -99.20558,36.99954,0.0 -99.60022,36.99995,0.0 -99.79633,37.00101,0.0 -100.22093,37.002,0.0 -100.73451,36.99906,0.0 -101.08951,36.99732,0.0 -101.49502,36.99564,0.0 -101.77847,36.99423,0.0 -101.96939,36.99338,0.0 -102.04209,36.99302,0.0 -102.0421,36.99352,0.0 -102.04199,37.10676,0.0 -102.04196,37.22191,0.0 -102.04192,37.3385,0.0 -102.04178,37.45597,0.0 -102.04179,37.49347,0.0 -102.04166,37.68749,0.0 -102.04286,37.80941,0.0 -102.04402,37.94303,0.0 -102.04456,38.05734,0.0 -102.04431,38.17556,0.0 -102.04447,38.26504,0.0 -102.04452,38.30634,0.0 -102.04479,38.41997,0.0 -102.04501,38.47219,0.0 -102.04494,38.52933,0.0 -102.04524,38.59586,0.0 -102.04514,38.66387,0.0 -102.04541,38.84279,0.0 -102.04802,39.24305,0.0 -102.04875,39.33572,0.0 -102.04907,39.40853,0.0 -102.04955,39.53889,0.0 -102.0506,39.67645,0.0 -102.05139,39.87098,0.0 -102.05174,40.00061,0.0 -102.05174,40.00308,0.0 -102.03708,40.00309,0.0 -101.42433,40.00261,0.0 -101.09803,40.00244,0.0 -100.73031,40.0021,0.0 -100.57028,40.0019,0.0 -100.38662,40.00179,0.0 -100.16409,40.00165,0.0 -99.94642,40.00166,0.0 -99.66648,40.00183,0.0 -99.31246,40.00185,0.0 -99.01739,40.00223,0.0 -98.74792,40.00224,0.0 -98.46173,40.0024,0.0 -98.24065,40.00241,0.0 -97.97966,40.00214,0.0 -97.73793,40.0021,0.0 -97.43479,40.002,0.0 -97.14189,40.00147,0.0 -96.87596,40.00148,0.0 -96.63358,40.00128,0.0 -96.46649,40.001,0.0 -96.25662,40.00088,0.0 -95.99926,40.00063,0.0 -95.72806,40.00046,0.0 -95.53642,40.00018,0.0 -95.30855,40.0,0.0 -95.30829,40.0,0.0 -95.30826,39.99981,0.0 -95.12034,39.87212,0.0 -94.92943,39.87499,0.0 -94.88073,39.79775,0.0 -94.9166,39.76087,0.0 -94.86309,39.76723,0.0 -94.95055,39.74583,0.0 -94.97413,39.68347,0.0 -95.04829,39.63948,0.0 -95.10279,39.53325,0.0 -94.89442,39.36299,0.0 -94.8055,39.20636,0.0 -94.60721,39.1,0.0 -94.60791,38.99577,0.0 -94.60797,38.88663,0.0 -94.60875,38.75886,0.0 -94.61163,38.61798,0.0 -94.61298,38.33711,0.0 -94.61347,38.16799,0.0 -94.61404,38.00647,0.0 -94.61709,37.80803,0.0 -94.61767,37.64784,0.0 -94.6171,37.44977,0.0 -94.61803,37.25536,0.0 -94.61804,37.10905,0.0 -94.61794,37.00007,0.0 -94.61796,36.99891,0.0 -94.77333,36.9987,0.0 -94.96426,36.99947,0.0 -95.15539,36.9996,0.0 -95.41316,36.9993,0.0 -95.58549,36.99928,0.0 -95.78601,36.99931,0.0 -96.04868,36.999,0.0 -96.27928,36.99933,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",
Northeast,Connecticut,CT,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-72.64313,42.0324,0.0 -72.60487,42.025,0.0 -72.57337,42.03006,0.0 -72.45609,42.03398,0.0 -72.32182,42.03198,0.0 -72.17549,42.03085,0.0 -72.10639,42.02907,0.0 -72.02966,42.0271,0.0 -71.95441,42.02605,0.0 -71.87297,42.02435,0.0 -71.82387,42.02371,0.0 -71.79924,42.00806,0.0 -71.79919,42.00422,0.0 -71.79817,41.95386,0.0 -71.79735,41.91745,0.0 -71.79529,41.86571,0.0 -71.79326,41.82064,0.0 -71.79125,41.7745,0.0 -71.78916,41.70876,0.0 -71.78753,41.66302,0.0 -71.78796,41.63037,0.0 -71.78948,41.59388,0.0 -71.7904,41.57286,0.0 -71.79102,41.55723,0.0 -71.79261,41.51726,0.0 -71.7956,41.46077,0.0 -71.79682,41.43871,0.0 -71.79927,41.41597,0.0 -71.81486,41.41949,0.0 -71.83141,41.41279,0.0 -71.84346,41.40517,0.0 -71.83538,41.38966,0.0 -71.8334,41.38202,0.0 -71.83266,41.37585,0.0 -71.83767,41.36486,0.0 -71.8294,41.34279,0.0 -71.8662,41.31924,0.0 -71.90722,41.30454,0.0 -71.90726,41.30448,0.0 -71.90967,41.30512,0.0 -72.10921,41.25667,0.0 -72.55156,41.17324,0.0 -72.9655,41.09369,0.0 -73.24956,41.02587,0.0 -73.54419,40.96545,0.0 -73.65965,40.99452,0.0 -73.6636,41.02167,0.0 -73.67519,41.03641,0.0 -73.69235,41.05714,0.0 -73.71365,41.10729,0.0 -73.65167,41.1361,0.0 -73.61237,41.15369,0.0 -73.57087,41.17253,0.0 -73.52098,41.19542,0.0 -73.50996,41.2464,0.0 -73.54966,41.31968,0.0 -73.54256,41.39063,0.0 -73.53613,41.44947,0.0 -73.53529,41.4634,0.0 -73.53325,41.49007,0.0 -73.52078,41.62512,0.0 -73.51151,41.7489,0.0 -73.49936,41.8829,0.0 -73.49308,41.95746,0.0 -73.48747,42.04638,0.0 -73.48731,42.04964,0.0 -73.42605,42.05048,0.0 -73.33687,42.04817,0.0 -73.27508,42.04633,0.0 -73.19781,42.04408,0.0 -73.13059,42.04217,0.0 -73.04828,42.03964,0.0 -72.91628,42.03799,0.0 -72.81703,42.03653,0.0 -72.76177,42.00898,0.0 -72.7591,42.01586,0.0 -72.76486,42.02174,0.0 -72.75707,42.02112,0.0 -72.75203,42.02907,0.0 -72.75134,42.0362,0.0 -72.64329,42.0324,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",
